State Code,State,Program Code,Program Name,Type of Program,Article Number,Article URL,Pathway
AR,Arkansas,MATELED,Elementary Education,Initial,2366,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1173, 
AR,Arkansas,MATELK8,Elementary Education,Initial,2366,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1173, 
AR,Arkansas,PBELED,Elementary Education,Initial,2366,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1173, 
AR,Arkansas,PBELK8,Elementary Education,Initial,2366,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Elementary-Education-Certification-and-Exam-Requirements/ta-p/1173, 
AR,Arkansas,BAMA9,Foundational/Middle Grades Mathematics,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,BSMEMG,Foundational/Middle Grades Mathematics,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,MATMA9,Foundational/Middle Grades Mathematics,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,MATMEMG,Foundational/Middle Grades Mathematics,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,PBMA9,Foundational/Middle Grades Mathematics,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,BASC9,Foundational/Middle Grades Science,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,BSSEMG,Foundational/Middle Grades Science,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,MATSC9,Foundational/Middle Grades Science,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,PBSC9,Foundational/Middle Grades Science,Initial,2555,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Middle-Grades-Certification-License-Not-Available/ta-p/585, 
AR,Arkansas,MATEES,Secondary English,Initial,43486,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Arkansas-MAT-Secondary-English-Exam-Requirements/ta-p/1346, 
AR,Arkansas,MATENG12,Secondary English,Initial,43486,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Arkansas-MAT-Secondary-English-Exam-Requirements/ta-p/1346, 
AR,Arkansas,BAMA12,Secondary Mathematics,Initial,2368,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/603, 
AR,Arkansas,BSMES,Secondary Mathematics,Initial,2368,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/603, 
AR,Arkansas,MATMA12,Secondary Mathematics,Initial,2368,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/603, 
AR,Arkansas,MATMES,Secondary Mathematics,Initial,2368,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/603, 
AR,Arkansas,PBMA12,Secondary Mathematics,Initial,2368,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/603, 
AR,Arkansas,MATSC12,Secondary Science,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,MATSES,Secondary Science,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,PBSC12,Secondary Science,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BASCB12,Secondary Science- Biology/Life Sciences,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BSSESB,Secondary Science- Biology/Life Sciences,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BASCH12,Secondary Science- Chemistry,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BSSESC,Secondary Science- Chemistry,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BASCPH12,Secondary Science- Physics,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,BSSESP,Secondary Science- Physics,Initial,2369,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Science-Certification-and-Exam-Requirements/ta-p/1169, 
AR,Arkansas,MATSS12,Secondary Social Science,Initial,2367,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/1172, 
AR,Arkansas,PBSS12,Secondary Social Science,Initial,2367,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/1172, 
AR,Arkansas,BASS12,Social Science Education,Initial,2367,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/1172, 
AR,Arkansas,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-BA-Special-Education-Mild-to-Moderate-Program-Not-Available/ta-p/8246, 
AR,Arkansas,BASP,Special Education/Elementary Education,Initial,2356,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1168, 
AR,Arkansas,BASPEE,Special Education/Elementary Education,Initial,2356,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AR-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1168, 
AR,Arkansas,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
AR,Arkansas,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
AR,Arkansas,MAES,Educational Studies,Non-Licensure,0,EXEMPT, 
AR,Arkansas,MEDID,Instructional Design,Non-Licensure,0,EXEMPT, 
AR,Arkansas,MEDLT,Learning and Technology,Non-Licensure,0,EXEMPT, 
AR,Arkansas,MAMEK6,Mathematics Education,Non-Licensure,0,EXEMPT, 
AR,Arkansas,ENDELL,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MAELLP12,English as a Second Language,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MAME9,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MAMEMG,Foundational/Middle Grades Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASE9,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASEMG,Foundational/Middle Grades Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MAME12,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MAMES,Secondary Mathematics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASEB12,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASESB,Secondary Science- Biology/Life Sciences,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASECH12,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASESC,Secondary Science- Chemistry,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASEG12,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASESE,Secondary Science- Geology/Earth & Space Science,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASEPH12,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MASESP,Secondary Science- Physics,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AR,Arkansas,MSSP,Special Education,Secondary,1626,https://cm.wgu.edu/t5/Teacher-Licensure-Information/WGU-Praxis-Program-Graduation-Requirements/ta-p/1529, 
AZ,Arizona,BAECE,Early Childhood Education,Initial,1919,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Early-Childhood-Education-Certification-and-Exam-Requirements/ta-p/922, 
AZ,Arizona,ENDEDL,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,ENDEDLST,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,ENDEDLSTE,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,ENDEDLSTS,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,MSEDL,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,MSEDLST,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,MSEDLSTE,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,MSEDLSTS,Educational Leadership,Initial,1824,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Educational-Leadership-Certification-Requirements/ta-p/1460, 
AZ,Arizona,BAELED,Elementary Education,Initial,1920,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/435, 
AZ,Arizona,BAISK8,Elementary Education,Initial,1920,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/435, 
AZ,Arizona,MATELED,Elementary Education,Initial,1920,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/435, 
AZ,Arizona,MATELK8,Elementary Education,Initial,1920,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/435, 
AZ,Arizona,PBELED,Elementary Education,Initial,1920,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/435, 
AZ,Arizona,PBELK8,Elementary Education,Initial,1920,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Elementary-Education-Certification-and-Exam-Requirements/ta-p/435, 
AZ,Arizona,BAMA9,Foundational/Middle Grades Mathematics,Initial,19374,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/580, 
AZ,Arizona,BSMEMG,Foundational/Middle Grades Mathematics,Initial,19374,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/580, 
AZ,Arizona,MATMA9,Foundational/Middle Grades Mathematics,Initial,19374,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/580, 
AZ,Arizona,MATMEMG,Foundational/Middle Grades Mathematics,Initial,19374,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/580, 
AZ,Arizona,PBMA9,Foundational/Middle Grades Mathematics,Initial,19374,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Mathematics-Certification-and-Exam-Requirements/ta-p/580, 
AZ,Arizona,BASC9,Foundational/Middle Grades Science,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/17429, 
AZ,Arizona,BSSEMG,Foundational/Middle Grades Science,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/17429, 
AZ,Arizona,MATSC9,Foundational/Middle Grades Science,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/17429, 
AZ,Arizona,PBSC9,Foundational/Middle Grades Science,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Middle-Grades-Science-Certification-and-Exam-Requirements/ta-p/17429, 
AZ,Arizona,MATEES,Secondary English,Initial,43487,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Arizona-MAT-Secondary-English-Exam-Requirements/ta-p/1669, 
AZ,Arizona,MATENG12,Secondary English,Initial,43487,https://cm.wgu.edu/t5/Teacher-Licensure-Information/Arizona-MAT-Secondary-English-Exam-Requirements/ta-p/1669, 
AZ,Arizona,BAMA12,Secondary Mathematics,Initial,1921,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/576, 
AZ,Arizona,BSMES,Secondary Mathematics,Initial,1921,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/576, 
AZ,Arizona,MATMA12,Secondary Mathematics,Initial,1921,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/576, 
AZ,Arizona,MATMES,Secondary Mathematics,Initial,1921,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/576, 
AZ,Arizona,PBMA12,Secondary Mathematics,Initial,1921,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Mathematics-Certification-and-Exam-Requirements/ta-p/576, 
AZ,Arizona,MATSC12,Secondary Science,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,MATSES,Secondary Science,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,PBSC12,Secondary Science,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BASCB12,Secondary Science- Biology/Life Sciences,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BSSESB,Secondary Science- Biology/Life Sciences,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BASCH12,Secondary Science- Chemistry,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BSSESC,Secondary Science- Chemistry,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BASCG12,Secondary Science- Geology/Earth & Space Science,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BSSESE,Secondary Science- Geology/Earth & Space Science,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BASCPH12,Secondary Science- Physics,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,BSSESP,Secondary Science- Physics,Initial,1922,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Science-Certification-and-Exam-Requirements/ta-p/584, 
AZ,Arizona,MATSS12,Secondary Social Science,Initial,1923,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/573, 
AZ,Arizona,PBSS12,Secondary Social Science,Initial,1923,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/573, 
AZ,Arizona,BASS12,Social Science Education,Initial,1923,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-Secondary-Social-Science-Certification-and-Exam-Requirements/ta-p/573, 
AZ,Arizona,BASPMM,Special Education - Mild to Moderate,Initial,NO SH#,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-BA-Special-Education-Mild-to-Moderate-Certification-and-Exam/ta-p/8004, 
AZ,Arizona,BASP,Special Education/Elementary Education,Initial,1917,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1598, 
AZ,Arizona,BASPEE,Special Education/Elementary Education,Initial,1917,https://cm.wgu.edu/t5/Teacher-Licensure-Information/AZ-BA-Special-Education-Elementary-Education-Certification-and/ta-p/1598, 
AZ,Arizona,MSCIN,Curriculum and Instruction,Non-Licensure,0,EXEMPT, 
AZ,Arizona,BAES,Educational Studies,Non-Licensure,0,EXEMPT, 
